POS String,분류된 품사
ㅁㅣㄹㅣ ㅇㅖㄱㅗ ㅎㅐㅆㄷㅓㄴ ㅍㅣㅋㅡㄴㅣㄱㅁㅐㅌㅡ ㅅㅏㅇㅣㅌㅡㅇㅔ ㅇㅗㅍㅡㄴㅎㅐㅆㅇㅓㅇㅛ??ㅇㅛㄱㅗ ㅁㅣㄹㅣㅂㅗㄱㅣㄹㅗ ㅂㅗㅇㅕㄷㅡㄹㅣㄱㅗ ㄴㅏㅅㅓ ㅈㅣㄴㅉㅏ DM ㅇㅓㅁㅊㅓㅇ ㅁㅏㄶㅇㅣ ㅇㅗㄴㄱㅓ ㅇㅣㅆㅈㅛ?????ㅅㅗㄱㅐㅎㅐㄷㅡㄹㅣㄴㅡㄴ ㅍㅣㅋㅡㄴㅣㄱㅁㅐㅌㅡㄴㅡㄴ ㄱㅏㅁㄱㅏㄱㅈㅓㄱㅇㅣㄴ ㅋㅓㄹㄹㅓㅇㅘ ㄷㅣㅈㅏㅇㅣㄴ ㅃㅜㄴㅁㅏㄴ ㅇㅏㄴㅣㄹㅏ ㅌㅏㄴㅌㅏㄴㅎㅏㄱㅔ ㅉㅏㅇㅣㄴ 10ㅅㅜ ㅌㅡㅇㅟㄹ ㅁㅕㄴ ㅇㅝㄴㄷㅏㄴㅇㅔ ㅂㅏㄹㅅㅜㅋㅗㅌㅣㅇㅇㅡㄹ ㅎㅏㄴ ㅇㅟㅅㅁㅕㄴㄱㅘ ㄷㅟㅅㅁㅕㄴ ㄴㅏㅇㅣㄹㄹㅗㄴ ㅂㅏㅇㅅㅜㅇㅝㄴㄷㅏㄴㅇㅡㄹ ㅅㅏㅇㅛㅇㅎㅏㅇㅕ ㄱㅣㄴㅡㅇㅈㅓㄱㅇㅣㄴ ㅁㅕㄴㅇㅡㄹ ㄷㅓㅎㅐㅆㅇㅡㅁㅕ ㅍㅣㅋㅡㄴㅣㄱ ㅁㅐㅌㅡ ㅈㅓㄴㅇㅛㅇ ㅇㅔㅋㅗㅂㅐㄱㅇㅣ ㅇㅣㅆㅇㅓㅅㅓ ㅂㅗㄱㅘㄴ ㅁㅣㅊ ㅇㅣㄷㅗㅇㅅㅣㅇㅔ ㅍㅕㄴㄹㅣㅎㅏㄱㅔ ㅅㅏㅇㅛㅇㅎㅏㅅㅣㄹ ㅅㅜ ㅇㅣㅆㅇㅓㅇㅛ.(+ㅂㅏㄹㅅㅜ ㄱㅘㄴㄹㅕㄴㄷㅚㄴ ㄴㅐㅇㅛㅇㅇㅡㄴ ㅁㅏㅈㅣㅁㅏㄱ ㅇㅕㅇㅅㅏㅇㅇㅔㅅㅓ ㅎㅘㄱㅇㅣㄴㅎㅐㅈㅜㅅㅔㅇㅛ!)?ㅇㅝㄴㄷㅏㄴ ㅎㅏㄴ ㅈㅏㅇㅇㅔ ㅇㅏㅍㄷㅟㄹㅗ ㄹㅏㅁㅣㄴㅔㅇㅣㅌㅡ ㄱㅏㄱㅗㅇㅇㅡㄹ ㅎㅏㅁㅕㄴ ㄷㅏㄴㄱㅏㄷㅗ ㅎㅝㄹㅆㅣㄴ ㅁㅏㄶㅇㅣ ㅈㅓㄹㅕㅁㅎㅐㅈㅣㅈㅣㅁㅏㄴ ㄹㅏㅁㅣㄴㅔㅇㅣㅌㅡ ㄱㅏㄱㅗㅇㄷㅚㄴ ㅍㅣㅋㅡㄴㅣㄱ ㅁㅐㅌㅡㄴㅡㄴ ㅁㅜㄱㅔㄱㅏ ㅁㅏㄶㅇㅣ ㄴㅏㄱㅏㅅㅓ ㄱㅏㅈㅣㄱㅗ ㄷㅏㄴㅣㄱㅣㅇㅔ ㅈㅗㄱㅡㅁ ㅂㅜㄷㅏㅁㅅㅡㄹㅓㅂㄷㅓㄹㅏㄱㅜㅇㅛ???1401HOMEㅇㅢ ㅍㅣㅋㅡㄴㅣㄱㅁㅐㅌㅡㄴㅡㄴ ㅂㅏㄹㅅㅜㅋㅗㅌㅣㅇㅇㅣ ㄷㅚㄴ ㅇㅝㄴㄷㅏㄴ ㄷㅜㅈㅏㅇㅇㅡㄹ ㄱㅕㅂㅊㅕㅅㅓ ㅈㅔㅈㅏㄱㅎㅏㅇㅕ ㅂㅜㄷㅏㅁㅅㅡㄹㅓㅂㅈㅣ ㅇㅏㄶㅇㅡㄴ ㅁㅜㄱㅔㄹㅏ ㄱㅏㅂㅕㅂㄱㅔ ㄷㅡㄹㄱㅗ ㄷㅏㄴㅣㅅㅣㄹ ㅅㅜ ㅇㅣㅆㄷㅏㅂㄴㅣㄷㅏ???ㅈㅓㅇㅁㅏㄹ ㅈㅏㄹ ㅁㅏㄴㄷㅡㄴ ㅍㅣㅋㅡㄴㅣㄱ ㅁㅐㅌㅡ ㅎㅏㄴㅏ ㄱㅜㅂㅣㅎㅐㄴㅗㅎㅇㅡㅅㅣㅁㅕㄴ ㅅㅐㅇㄱㅏㄱㅂㅗㄷㅏ ㄷㅏㅇㅑㅇㅎㅏㄴ ㄱㅗㅅㅇㅔㅅㅓ ㅎㅘㄹㅇㅛㅇㅎㅏㄹ ㅅㅜ ㅇㅣㅆㄷㅓㄹㅏㄱㅜㅇㅛ.ㅍㅜㄹㅡㄴ ㅈㅏㄴㄷㅣㄱㅏ ㅍㅕㄹㅊㅕㅈㅣㄴ ㄱㅗㅇㅇㅝㄴㅇㅔ ㅍㅕㄹㅊㅣㄱㅣㅁㅏㄴ ㅎㅐㄷㅗ ㅍㅕㄴㅎㅏㄱㅔ ㅅㅟㄹ ㄱㅗㅇㄱㅏㄴㅇㅣ ㅅㅐㅇㄱㅣㄴㅣ ㄱㅏㄴㄷㅏㄴㅎㅏㄱㅔ ㅍㅣㅋㅡㄴㅣㄱㄷㅗ ㅎㅏㄹ ㅅㅜ ㅇㅣㅆㄱㅗㅋㅐㅁㅍㅣㅇㅈㅏㅇ ㄷㅡㅇㅇㅔㅅㅓㄷㅗ ㅎㅘㄹㅇㅛㅇㅎㅏㅅㅣㄹ ㅅㅜ ㅇㅣㅆㅇㅓㅅㅓ ㄱㅏㅁㅅㅓㅇㅋㅐㅁㅍㅣㅇ ㅇㅏㅇㅣㅌㅔㅁㅇㅡㄹㅗㄷㅗ ㄲㅗㄱ ㅊㅜㅊㅓㄴㅎㅐㄷㅡㄹㅣㄱㅗ ㅅㅣㅍㅇㅡㄴ ㅇㅏㅇㅣㅌㅔㅁㅇㅣㅇㅔㅇㅛ!?????ㅅㅏㅇㅣㅈㅡㄴㅡㄴ ㄱㅏㄹㅗ 200*ㅅㅔㄹㅗ 146cm ㅎㅏㄴㄱㅏㅈㅣㄹㅗ ㅈㅔㅈㅏㄱㅎㅐㅆㅇㅡㅁㅕ ㅅㅣㅈㅜㅇㅇㅔ ㅇㅣㄹㅂㅏㄴㅈㅓㄱㅇㅣㄴ ㅍㅣㅋㅡㄴㅣㄱㅁㅐㅌㅡㅂㅗㄷㅏ ㅋㅡㄱㅔ ㅈㅔㅈㅏㄱㅎㅐㅆㅇㅓㅇㅛ-ㅅㅓㅇㅇㅣㄴ 4~6ㅁㅕㅇㅇㅣ ㅇㅏㄵㅇㅏㅅㅓ ㅅㅏㅇㅛㅇㅎㅏㅅㅣㄹ ㅅㅜ ㅇㅣㅆㅇㅡㅁㅕ ㅅㅓㅇㅇㅣㄴ 3ㅁㅕㅇㅇㅣ ㄴㅏㄹㅏㄴㅎㅣ ㄴㅜㅇㅜㄹ ㅅㅜ ㅇㅣㅆㄴㅡㄴ ㅋㅡㄱㅣㄹㅏㅅㅓ ㄴㅓㄱㄴㅓㄱㅎㅏㄱㅔ ㅅㅏㅇㅛㅇㅎㅏㅅㅣㄹ ㅅㅜ ㅇㅣㅆㄷㅏㅂㄴㅣㄷㅏ:)?? ㅅㅏㅇㅣㅈㅡㄱㅏㄹㅗ 200 x ㅅㅔㄹㅗ146 cm(ㅌㅐㅅㅡㄹ 5cm)?? ㅅㅗㅈㅐㅇㅟㅅㅁㅕㄴ- 10ㅅㅜ ㅌㅡㅇㅟㄹ ㅁㅕㄴ ㅂㅏㄹㅅㅜ ㅋㅗㅌㅣㅇ ㅇㅝㄴㄷㅏㄴ 100%ㅇㅏㄹㅐㅅㅁㅕㄴ- ㄴㅏㅇㅣㄹㄹㅗㄴ ㅂㅏㅇㅅㅜ ㅇㅝㄴㄷㅏㄴ 100%ㅇㅔㅋㅗㅂㅐㄱ- 10ㅅㅜ ㅋㅐㄴㅂㅓㅅㅡ ㅇㅝㄴㄷㅏㄴ 100%?? ㅅㅐㄱㅅㅏㅇ: ㅇㅖㄹㄹㅗㅇㅜ? ㅁㅜㄱㅔ: 1.2kg ㄴㅐㅇㅚ? ㄱㅜㅅㅓㅇ: ㅍㅣㅋㅡㄴㅣㄱㅁㅐㅌㅡ1+ㅈㅓㄴㅇㅛㅇ ㅇㅔㅋㅗㅂㅐㄱ1??? ㅈㅜㄴㅂㅣㄷㅚㄴ ㅅㅜㄹㅑㅇ ㅁㅏㄱㅏㅁㅅㅣ ㅈㅗㄱㅣㅍㅜㅁㅈㅓㄹ ㄷㅚㄹ ㅅㅜ ㅇㅣㅆㅅㅡㅂㄴㅣㄷㅏ.?? ㅍㅡㄹㅗㅍㅣㄹ ㅅㅏㅇㄷㅏㄴ ㄹㅣㅇㅋㅡ “ㅅㅡㅌㅗㅇㅓ”ㅇㅔㅅㅓ ㅂㅏㄹㅗ ㄱㅜㅁㅐ ㄱㅏㄴㅡㅇㅎㅏㅂㄴㅣㄷㅏ.,예고|피크닉|매트|사이트|오픈|요|미리|보기|소개|피크닉|매트|감각|컬러|디자인|면|원단|발|수|코팅|면|뒷면|나일론|방수|원단|사용|기능|면|피크닉|매트|전용|에코|백이|보관|동시|편리|사용|발|관련|내용|마지막|영상|확인|원단|장|앞뒤|라미|네이트|가공|단가|라미|네이트|가공|피크닉|매트|무게|부담|피크닉|매트|발|수|코팅|원단|장|제작|부담|게라|정말|피크닉|매트|구비|생각|곳|활용|푸른|잔디|공원|공간|피크닉|캠핑장|활용|감성|캠핑|아이템|추천|아이템|사이즈|가로|세로|한가지|제작|시중|일반|피크닉|매트|제작|성인|사용|성인|크기|사용|사이즈|가로|세로|146|태|소재|면|면|발|코팅|원단|면|나일론|방수|원단|에코|백|캔버스|원단|색상|옐로|우|무게|내외|구성|피크닉|매트|전용|에코|준비|수량|마감|조기|품절|프로필|상단|링크|스토어|구매
_토요일 집들이 하고 일요일 강원도월요일 청주-수원-일원동 찍고오랜만에 집 밥??진짜 토일월 징하게 놀았는디스타워즈가 보러 가고 싶은디?????/            ,토요일|집|일요일|강원도|월요일|청주|수원|일원동|오랜만|집|밥|진짜|토|일월|징|디|스타워즈|디
"_어젠 오빠랑 심야로 내부자들 보구3시에 잠들어서 늘어지게 늦잠 자고 싶지만집들이 있는 날??(=술 진탕 마시는 날??).대청소 싹 다 했으니 나가서 장봐옵시다????????.그나저나 아이폰 ""흐림"" 필터 쓰면사진이 왜이렇게 뭉게질까요??/         ",어제|오빠|심야|내부자들|보구|늦잠|집|날|술|날|대청|소|장|아이폰|필터|사진
_베니스에서의 3일 안뇽????도시 옮기는건데 떠나는 느낌이라 괜히 울적??.              ,베니스|느낌|울적
남동향이기는 하지만 거의 동향에 가까운데도 앞에 다른 건물이 없어서 그런지 해가 아주 쭉쭉 잘 들어오는 우리집?,남|동향|동향|앞|건물|그런지|해|우리집
_미골수니 결혼식??????.    ,미|골수|결혼식
_베네치아에서 잃어버린 카마돌리부터싸게 마비스치약 득템??????분명히 돈을 쓴건데 엄청 절약한 느낌????.               ,베네치아|카|마|돌리|마비|학|돈|절약|느낌
1401HOME 1월 공구 오늘 밤 9시 마감이에요?어제 스토리로 올린 원목 소파는 스토리로 막 100점 날려 주시고ㅋㅋㅋ예쁘다 예쁘다 해주셔서 수 없이 수정하며 날린 샘플비 아깝지 않더라구요??실물이 더더 예쁜 제품이라 최대한 실물만큼 찍어서 오늘 중으로 블로그에 미리보기 올려둘게요???그럼 진행 중인 제품 중 테이블&체어류 소개해드릴게요???? 플랫화이트 원목 테이블- 타원형 140016001800- 원형 9001000* 1-2번 사진: 타원형 1800* 3-7번 사진: 타원형 1600* 8번 사진: 원형 1000: 1401home 플랫화이트 테이블은 원목의 암수짜임 공법으로 튼튼하게 제작되어 오랜 시간 함께 하실 수 있는 원목 식탁이에요-접합부분을 경첩으로 연결해서 판매하는 저가의 원목 테이블은 사용하다보면 헐거워지기 마련이랍니다??원목 테이블은 한번 구매하실 때 이러한 부분까지 체크하셔서 튼튼한 제품으로 구매하셔야 해요??(*다리 디자인은 1401HOME 고유 디자인으로 디자인 특허 중에 있습니다)_? 코지 테이블 (직사각 타원형)- 1400 1600 1800 2100? 로브체어 플레인체어: ALL 화이트 컬러 식탁이라 부담스럽다고 느끼실 수 있지만 오히려 다양한 인테리어에 가장 잘 어울리는 컬러이기도 하더라구요??음식물 이염 없이 편리하게 관리하실 수 있는 테이블이라 2년 동안 많은 사랑 받고 있는 코지 테이블 입니다:)코지 테이블과 함께 매치하시면 가장 예쁜 체어류도 공구 진행 중 이에요???? 톤체어 로브체어 플레인체어 브리튼체어??? 공구는 오늘 밤 9시 마감 입니다-?? 가격은 블로그 첫번째 포스팅 내에 있는 링크 통해서 바로확인 가능합니다:)?? 제품 관련 문의는 블로그 댓글로 남겨주시면 바로 안내해드려요??,1월|공구|오늘|밤|마감|어제|스토리|원목|소파|스토리|수정|샘플|비|실물|더더|제품|최대한|실물|오늘|블로그|미리|보기|진행|제품|테이블|체어|소개|플랫|화이트|원목|테이블|원형|원형|-2|사진|원형|사진|원형|사진|원형|플랫|화이트|테이블|원목|암수|짜임|공법|제작|시간|원목|식탁|접합|부분|경첩|연결|판매|저가|원목|테이블|사용|마련|원목|테이블|구매|때|부분|체크|제품|구매|다리|디자인|고유|디자인|디자인|특허|코지|테이블|직|사각|원형|로브|체어|플레인|체어|화이트|컬러|식탁|부담|인테리어|컬러|음식물|이염|편리|관리|테이블|동안|사랑|코지|테이블|코지|테이블|매치|체어|공구|진행|톤|체어|로브|체어|플레인|체어|브리튼|체어|공구|오늘|밤|마감|입|니다|가격|블로그|포|스팅|링크|바로|확인|제품|관련|문의|블로그|댓글|안내
_??            ,
어제 침대에 누워서 내일 뭐 먹지 생각하는데이번주에 여행이다 뭐다 정신이 없어서 장을 못봐가지구정말 집에 먹을께 정말 1도 없는 것??혹시해서 당일배송 새벽배송 이런걸로 검색하다가 알게된 marketkurly어제 밤 10시쯤 주문했는데 새벽 2시에 집 앞에 두고 가셨다.....??신기해라 세상 좋아졌구나 정말????/르뱅큐브식빵에는 라즈베리랑 치즈가 총총 박혀있는데오빠가 이건 95점짜리 빵이라며 진짜 맛있다고????마담로익은 플레인만 먹다가처음으로 갈릭앤믹스허브 먹어봤는데 요게 더 맛있네??샐러드에 무화과생햄블루치즈 올려서 발사믹 뿌려먹으니깐샐러드 안좋아하는 오빠두 엄청 맛있다며 잘 먹은 건강한 아침??/                                  ,침대|내일|생각|데이|번주|여행|정신|장|구정|말|집|당일|배|송|새벽|배|송|검색|어제|밤|주문|새벽|2시|집|앞|세상|르|뱅|큐브|식빵|라즈베리|치즈|오빠|이건|빵|마담|플레인|처음|릭|앤|믹스|허브|요|게|샐러드|무화과|햄|블루|치즈|발사|믹|샐러드|오빠|건강|아침
_이태리 와서 일리에 빠졌당??                ,이태리|일리|당
_흑백 필터 아님??컨셉 확고한   ㅋㅋㅋㅋ방산시장가서 하나하나 직접 골라 완성한 우리집??완성되니깐 진짜 뿌듯해??.셀프인테리어 하면서 스트레스 많이 받았는데짜증날때쯤 옆에서 금방 날 유하게 만들어주는우리 오빠 덕분에 별 탈 없이 인테리어 끝냈당!??/         ,흑백|필터|컨셉|완성|우리집|완성|셀프|인테리어|스트레스|짜증|날|때|옆|날|유|우리|오빠|덕분|인테리어|당
_아 여기 조식 너무 좋당??                          ,아|조식
브리즈 홈웨어 이벤트 발표 할께요!??_??구매완료 이벤트 (8명)iam___yoanatwins_mama_daisy_eeeehsr1015coco_minhaloveyt__yomassiborambonnie-원래 5명인데 3분 더 뽑았어요....??저희 디자인 실장님이 저희 제품 판매가 책정하는거 보고 저한테 사장님 봉사활동 하시는거냐고 장난삼아 얘기했던게 자꾸 떠오르지만ㅋㅋㅋㅋ??그냥 많이많이 퍼드리고 싶은게 제 맴이에요.....??당첨되신 분들은 주문자분 성함 핸드폰 번호만 DM으로 남겨주시면 제품 출고시에 원피스 한장씩 더 넣어드릴께요??_??리그램 이벤트 (5명)dhralgus222_jj_1111taeun_052016_august_12sw.mommy_5명 뽑는건데 5명 참여해주셔서 조금 당황스러웠던 리그램 이벤트지만ㅋㅋㅋㅋ다 보내드릴께유??받아보시고 후기 글과 후기사진 꼭꼭 부탁드려요??DM으로 받아보실 분의 성함/핸드폰번호/주소 남겨주시면 월요일에 발송해드릴께요??-현재 브리즈 홈웨어는 수량 진작에 다 소진 되었는데 그레이 블랙만 따로 빼놓았던 수량 20개까지 추가해두어서 수량 막바지이니 구매에 참고해주시구요??3컬러 세트 이벤트는 10월 1011일에 수량 더 많이 제작해서 진행하도록 할께요??_그리고 이건 tmi인데 지금 인스타 오류로 좋아요가 안눌려요??이거 블락 해제되면 열심히 좋아요 누르러 갈께요흑흑??아무쪼록 오늘도 모두 굿데이 보내세요????,홈|웨어|이벤트|발표|구매|완료|이벤트|원래|3분|디자인|실장|제품|판매|책정|사장|봉사|활동|얘기|맴|당첨|주문자|성함|핸드폰|번호|제품|출고|원피스|한장|리|그램|이벤트|참여|당황|그램|유|후기|글|후기|사진|부탁|DM|성함|핸드폰|번호|주소|월요일|발송|홈|웨어|수량|소진|그레이|블랙|수량|추가|수량|막바지|구매|참고|해주시|컬러|세트|이벤트|10월|수량|제작|진행|이건|인|스타|오류로|이거|해제|흑|흑|오늘|굿|데이
_이런거 사니깐 진짜 주부된 느낌이야.      ,주부|느낌
_필터 얹은듯한 색감??.           ,필터|색감
_이런 깔끔한 인테리어 보면 우리집도 하얗게 할 껄 그랬나 싶다가도청소 생각하면 자신 없어지고요??.                       ,인테리어|우리집|청소|생각|자신
_기존 체리색 신발장에 필름작업 문고리 교체타일 덧방 현관 중문 설치????하나하나 직접 재료 컬러 골라서 완성된우리집에서 좋아하는공간??/                                 ,기존|체리|색|신발장|필름|작업|문고리|교체|타일|덧|방|현관|중문|설치|하나|하나|재료|컬러|완성|우리집|공간
어제 캠핑 갈까 말까 고민하는 피드 올리자마자쫄래쫄래 캠핑 다녀왔어요??그래도 두번째 캠핑이라고 지난번 보다 살림이 쩜 늘었어요?ㅋㅋㅋ캠핑장 가자마자 든 생각이 낙엽 지기 전에 올 껄 싶더라구요??????한창 단풍 가득 할 때 바빠서 못나온게 느무 아쉽더라는..??내년에는 날 따뜻해지기 시작하면 풍경 예쁜 곳 부지런히 찾아 다녀야겠어요??(지금은 초롱이랑 갈 수 있는 가까운 곳 위주로만 다니고 있어요??)?그나저나 지난 번 첫 캠핑 갔을 때 라면 못끓여먹은게 그릏게 한이 됐었는데 이제 그 한 풀었어요ㅋㅋㅋ밖에서 먹는 라면은 최고시다 진짜....??????저녁에 먹은 살치살에 진로이즈백 조합은 꿀이구요??평일이라 캠핑장에 저희밖에 없어서 초롱이 풀어놔도 된다고 해주셔서 초롱이도 하루종일 신나게 뛰어놀고 밤에 떡실신 했구요??캠핑은 가기 전 까지는 좀 귀찮아도 막상 나가면 느무느무 좋은 것 같아요 증말????,캠핑|고민|피드|캠핑|캠핑|지난번|살림|생각|낙엽|전|한창|단풍|때|느|무|내년|날|시작|풍경|곳|지금|초롱|이랑|곳|위주|캠핑|때|라면|한|라면|최고|시다|진짜|저녁|살|진로|이즈|백|조합|꿀|평일|캠핑장|초롱|초롱|이도|하루|종일|밤|떡|실신|캠핑|느|느|무|증말
